Date,SP500,NASDAQ,VIX,NVDA,BTC
2000-01-31,1394.4599609375,3940.35009765625,24.950000762939453,0.07078859955072403,
2000-02-29,1366.4200439453125,4696.68994140625,23.3700008392334,0.12223763018846512,
2000-03-31,1498.5799560546875,4572.830078125,24.110000610351562,0.16136237978935242,
2000-04-30,1452.4300537109375,3860.659912109375,26.200000762939453,0.1702258288860321,
2000-05-31,1420.5999755859375,3400.909912109375,23.649999618530273,0.2179747372865677,
2000-06-30,1454.5999755859375,3966.110107421875,19.540000915527344,0.24280494451522827,
2000-07-31,1430.8299560546875,3766.989990234375,20.739999771118164,0.2291961908340454,
2000-08-31,1517.6800537109375,4206.35009765625,16.84000015258789,0.3032073676586151,
2000-09-30,1436.510009765625,3672.820068359375,20.56999969482422,0.3127575218677521,
2000-10-31,1429.4000244140625,3369.6298828125,23.6299991607666,0.2373730093240738,
2000-11-30,1314.949951171875,2597.929931640625,29.649999618530273,0.15470737218856812,
2000-12-31,1320.280029296875,2470.52001953125,26.850000381469727,0.12516216933727264,
2001-01-31,1366.010009765625,2772.72998046875,22.020000457763672,0.19720406830310822,
2001-02-28,1239.93994140625,2151.830078125,28.350000381469727,0.17070351541042328,
2001-03-31,1160.3299560546875,1840.260009765625,28.639999389648438,0.24799758195877075,
2001-04-30,1249.4599609375,2116.239990234375,25.479999542236328,0.3182005286216736,
2001-05-31,1255.8199462890625,2110.489990234375,22.639999389648438,0.3270243704319,
2001-06-30,1224.3800048828125,2160.5400390625,19.059999465942383,0.35429883003234863,
2001-07-31,1211.22998046875,2027.1300048828125,21.6200008392334,0.3090326488018036,
2001-08-31,1133.5799560546875,1805.4300537109375,24.920000076293945,0.3235865533351898,
2001-09-30,1040.93994140625,1498.800048828125,31.93000030517578,0.20986761152744293,
2001-10-31,1059.780029296875,1690.199951171875,33.560001373291016,0.32744529843330383,
2001-11-30,1139.449951171875,1930.5799560546875,23.84000015258789,0.4174424409866333,
2001-12-31,1148.0799560546875,1950.4000244140625,23.799999237060547,0.5111075639724731,
2002-01-31,1130.199951171875,1934.030029296875,21.09000015258789,0.5022450685501099,
